Nazwa zespołu,Nazwa płyty,"wydanie
",Stan płyty 1-10,Dostępna? (T/N),Zdjęcie front (opcjonalne),Zdjęcie back (opcjonalne),Zdjęcie płyta (opcjonalne),Cena (zł)
Patti Smith,Horses,UK,VG+,,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/PattiSmithHorses.jpg/220px-PattiSmithHorses.jpg,https://ichef.bbci.co.uk/wwfeatures/live/624_351/images/live/p0/2v/gl/p02vgl0z.jpg,https://upload.wikimedia.org/wikipedia/en/8/88/PattiSmithHorses.jpg,60 ZŁ
Patti Smith,Horses,ITA,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/PattiSmithHorses.jpg/220px-PattiSmithHorses.jpg,https://ichef.bbci.co.uk/wwfeatures/live/624_351/images/live/p0/2v/gl/p02vgl0z.jpg,https://upload.wikimedia.org/wikipedia/en/8/88/PattiSmithHorses.jpg,70 ZŁ
Patti Smith,Wave,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Wave_-_Patti_Smith_Group.jpg/220px-Wave_-_Patti_Smith_Group.jpg,https://img.discogs.com/K7EGKGiYS29P9UuoZ1Mvsonodrw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-767637-1518949697-6635.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/c/c1/Wave_-_Patti_Smith_Group.jpg,55 ZŁ
Patti Smith,Wave,CAN,VG+,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Wave_-_Patti_Smith_Group.jpg/220px-Wave_-_Patti_Smith_Group.jpg,https://img.discogs.com/K7EGKGiYS29P9UuoZ1Mvsonodrw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-767637-1518949697-6635.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/c/c1/Wave_-_Patti_Smith_Group.jpg,40 ZŁ
Patti Smith,Wave,USA,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Wave_-_Patti_Smith_Group.jpg/220px-Wave_-_Patti_Smith_Group.jpg,https://img.discogs.com/K7EGKGiYS29P9UuoZ1Mvsonodrw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-767637-1518949697-6635.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/c/c1/Wave_-_Patti_Smith_Group.jpg,60 ZŁ
Paul Johnson,same,UK,EX-,,https://img.discogs.com/ecm-pQ2ygJfyziZHYgWZA2ycdHw=/fit-in/500x496/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1839684-1339314454-7624.jpeg.jpg,https://cdn11.bigcommerce.com/s-8e25iavqdi/images/stencil/1280x1280/products/44585/43730/get-get-down-album-cover-sticker__63116.1539962993.jpg?c=2&imbypass=on,https://img.discogs.com/lG_zYSfMXZhu7pE9EuVkY_qTIoM=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1839684-1339314454-7624.jpeg.jpg,30 ZŁ
Paul McCartney,All The Best 2 LP,UK,EX+,,https://img.discogs.com/DG6IuKA712XbHb73YvI5VOGao4c=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2663448-1295560799.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/AllTBCover.jpg/220px-AllTBCover.jpg,https://img.discogs.com/5ZYJ3z1AwCqQiBZ3oCtHbtp0iSk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1789891-1352322947-8495.jpeg.jpg,45 ZŁ
Paul McCartney,Tripping The Live... 3 LP,UK,EX+,,https://img.discogs.com/7WCsQwTDMuVyvAQp87TKW7LcWts=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2293976-1274988232.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/7/7c/TrippingLiveCover.jpg,https://img.discogs.com/Fb9wl80o2kkIuNvzzneAPREKloM=/fit-in/600x582/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1320217-1380536367-7433.jpeg.jpg,100 ZŁ
Paul McCartney,Tripping The...3 LP,UK,EX+,,https://img.discogs.com/7WCsQwTDMuVyvAQp87TKW7LcWts=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2293976-1274988232.jpeg.jpg,https://images.eil.com/large_image/PAUL_MCCARTNEY_AND_WINGS_TRIPPING%2BTHE%2BLIVE%2BFANTASTIC%2B-%2BVGEX-362551.jpg,https://img.discogs.com/tHgiJatmVsBpN9Jon4A5M_nMXGk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1706318-1580392138-2550.jpeg.jpg,110 ZŁ
Paul McCartney,Wings Over America 3 LP,GER,VG+/EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/WOACover.jpg/220px-WOACover.jpg,https://cdn.shopify.com/s/files/1/0153/3214/7300/products/WOA_COLOR_3LP_1024x.jpg?v=1557949283,https://img.discogs.com/uD9_5-ZOe7_zxNhqJ7ptt29Y1Ok=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-868372-1284677440.jpeg.jpg,50 ZŁ
Paul Simon,Graceland,GER,NM,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Graceland_cover_-_Paul_Simon.jpg,https://assets.fontsinuse.com/static/use-media-items/30/29017/full-1000x1000/56701c9e/graceland-4ffeb0e4bf91f.jpeg?resolution=0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Graceland_cover_-_Paul_Simon.jpg/220px-Graceland_cover_-_Paul_Simon.jpg,50 ZŁ
Paula Abdul,Shut Up And Dance,POL,EX,,https://img.discogs.com/AhJDodVX2wRXzz_9kAf8V-prXZE=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-226314-1278032667.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/ShutUpAndDanceMix.jpg/220px-ShutUpAndDanceMix.jpg,https://img.discogs.com/rcnq-rG7C0rhXvhwuagbJz9rq_U=/fit-in/600x598/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-566998-1473366414-5102.jpeg.jpg,30 ZŁ
Pendragon,The Window Of Life 2 LP nieb. Win.,EUR,NM,,https://image.isu.pub/150813202331-3caac65d9606db565bc84e78dd694d7a/jpg/page_1_thumb_large.jpg,https://i2.wp.com/thependragonsociety.com/wp-content/uploads/2018/01/inception.jpg?resize=300%2C169&ssl=1,https://image.isu.pub/160407170335-7564d562ae4a830b91882e5a064d558e/jpg/page_1.jpg,110 ZŁ
Pet Shop Boys,Disco,GER,EX-,,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/PetShopBoysDisco.jpg/220px-PetShopBoysDisco.jpg,https://img.discogs.com/_ms5JLZljFsNjAL3PQPTKhhPbWI=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-84914-1270403027.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/61T-e3x170L._SY355_.jpg,45 ZŁ
Pet Shop Boys,Nightlife 1st press,EU,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Pet_Shop_Boys_-_Nightlife.png/220px-Pet_Shop_Boys_-_Nightlife.png,https://www.petshopboys.co.uk/media/article-images/1600/c8be45edadd833c514aed2b0695c6972.jpg,https://upload.wikimedia.org/wikipedia/en/5/56/Pet_Shop_Boys_-_Nightlife.png,200 ZŁ
Peter Gabriel,Car,GER,VG+,,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Peter_Gabriel_%28self-titled_album%2C_1977_-_cover_art%29.jpg/220px-Peter_Gabriel_%28self-titled_album%2C_1977_-_cover_art%29.jpg,https://www.grayflannelsuit.net/blog/wp-content/uploads/2014/04/peter-gabriel-car-album-cover.jpg,https://upload.wikimedia.org/wikipedia/en/f/f8/Peter_Gabriel_%28self-titled_album%2C_1977_-_cover_art%29.jpg,40 ZŁ
Peter Gabriel,So,DDR,EX-,,https://upload.wikimedia.org/wikipedia/en/a/a4/So_%28album%29.png,https://img.discogs.com/VNMxNDJOVk0WdnG45U6-oFOeero=/fit-in/596x592/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2050337-1260904444.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/So_%28album%29.png/220px-So_%28album%29.png,40 ZŁ
Peter Green,In The Skies,GER,EX,,https://img.discogs.com/8YuJ1NW4JaW_AyoWb98xItJdLvc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-929115-1377347924-8013.jpeg.jpg,http://jivetimerecords.com/wp-content/uploads/2011/01/peter_green_skies.jpg,https://img.discogs.com/feC8_ADsTR1DWw-UVU3183L5jLs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5258158-1388921005-4335.jpeg.jpg,55 ZŁ
Peter Green,In The Skies,GER,EX+,,https://img.discogs.com/8YuJ1NW4JaW_AyoWb98xItJdLvc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-929115-1377347924-8013.jpeg.jpg,http://jivetimerecords.com/wp-content/uploads/2011/01/peter_green_skies.jpg,https://img.discogs.com/feC8_ADsTR1DWw-UVU3183L5jLs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5258158-1388921005-4335.jpeg.jpg,45 ZŁ
Peter Hammill,Sitting Targets,GER,VG+,,http://www.progarchives.com/progressive_rock_discography_covers/443/cover_5640161152016_r.jpg,https://upload.wikimedia.org/wikipedia/en/e/e8/Phtargets.jpg,https://img.discogs.com/rMZbz26ktdwRyOwSMiEqwvEE3fM=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-11558037-1518465052-6524.jpeg.jpg,45 ZŁ
Peter Hammill,Sitting Targets,HOL,VG+,,http://www.progarchives.com/progressive_rock_discography_covers/443/cover_5640161152016_r.jpg,https://upload.wikimedia.org/wikipedia/en/e/e8/Phtargets.jpg,https://img.discogs.com/rMZbz26ktdwRyOwSMiEqwvEE3fM=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-11558037-1518465052-6524.jpeg.jpg,50 ZŁ
Peter Hammill / Gary Lucas,Other World,EUR,FOL,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Peter_Hammill_and_Gary_Lucas_-_Other_World.jpg/220px-Peter_Hammill_and_Gary_Lucas_-_Other_World.jpg,https://img.discogs.com/ildQEW4-f7CKnp4YVpzU0LYIMCg=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-5377030-1445634388-8328.jpeg.jpg,http://www.progarchives.com/progressive_rock_discography_covers/443/cover_42281352016_r.jpg,95 ZŁ
Peter Tosh,Bush Doctor,UK,EX,,https://upload.wikimedia.org/wikipedia/en/5/5c/PeterTosh-BushDoctor.jpg,https://img.discogs.com/hAOa_jqfg4cllsgavGN7hedxtzs=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2017280-1463478116-8718.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/PeterTosh-BushDoctor.jpg/220px-PeterTosh-BushDoctor.jpg,45 ZŁ
Peter Tosh,Bush Doctor,UK,VG+,,https://upload.wikimedia.org/wikipedia/en/5/5c/PeterTosh-BushDoctor.jpg,https://img.discogs.com/hAOa_jqfg4cllsgavGN7hedxtzs=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2017280-1463478116-8718.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/PeterTosh-BushDoctor.jpg/220px-PeterTosh-BushDoctor.jpg,40 ZŁ
PG&E,PG&E,HOL,EX,,https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/91c1a2ae-32ef-41fe-8a16-b2afde6ccec5/pg-4-basketball-shoe-tszRns.jpg,https://sneakerbardetroit.com/wp-content/uploads/2019/10/Nike-PG-3-NASA-Blue-CI2667-400-Release-Date-4.jpg,https://www.flightclub.com/media/catalog/product/cache/1/image/1600x1140/9df78eab33525d08d6e5fb8d27136e95/8/0/806051_01.jpg,50 ZŁ
Phil Collins,But Seriously,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/f/f5/Phil_Collins-But_Seriously.jpg,https://images-na.ssl-images-amazon.com/images/I/71%2BprROacuL._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Phil_Collins-But_Seriously.jpg/220px-Phil_Collins-But_Seriously.jpg,50 ZŁ
Phil Collins,Hello, I Must Be Going,VG/VG+,,https://upload.wikimedia.org/wikipedia/en/5/59/Hello_i_must_be_going.jpg,https://img.discogs.com/e30K8pB8d-lB1qdZx1uS0Tkk8Rc=/fit-in/564x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-667272-1383911286-7908.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Hello_i_must_be_going.jpg/220px-Hello_i_must_be_going.jpg,20 ZŁ
Phil Collins,Serious Hits Live 2 LP,GER,VG/VG+,,https://images-na.ssl-images-amazon.com/images/I/91eCKTZvSNL._SL1500_.jpg,https://img.discogs.com/inNS-Aj6PZWnacY12NK6wbb9wjE=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-667264-1529620810-4518.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/91eCKTZvSNL._SY355_.jpg,40 ZŁ
Pink Cream 69',One Size Fits All,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Pink_Cream_69_One_Size_Fits_All.jpg/220px-Pink_Cream_69_One_Size_Fits_All.jpg,https://img.discogs.com/Sw6SaUmwIaOC5LKysTt0BoI1YQE=/fit-in/600x601/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3565440-1430410604-8527.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/1/16/Pink_Cream_69_One_Size_Fits_All.jpg,60 ZŁ
Pink Floyd,A Collection Of Great...,USA,EX,,https://upload.wikimedia.org/wikipedia/en/8/86/Pink_Floyd_A_Collection_of_Great_Dance_Songs%21_1997_Remastered_CD-300.jpg,https://img.discogs.com/m5CjKjci9GX2PeFNeY5lEB2zw84=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-6375072-1417694326-8085.jpeg.jpg,https://www.dustygroove.com/images/products/p/pinkfloyd~~_collectio_101b.jpg,60 ZŁ
Pink Floyd,A Momentary Lapse...,USA,EX/EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/MLoRLP01.jpg/220px-MLoRLP01.jpg,https://www.floydianslip.com/images/albums/full/15.jpg,https://img.discogs.com/U7-CxXLtwyascF_JYj0vWMI2Oco=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-4238056-1359380250-5112.jpeg.jpg,100 ZŁ
Pink Floyd,Animals,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Pink_Floyd-Animals-Frontal.jpg/220px-Pink_Floyd-Animals-Frontal.jpg,https://tf7i72apx4545vzwn3oriyy1-wpengine.netdna-ssl.com/wp-content/uploads/2018/05/animals-758x758.jpg,https://upload.wikimedia.org/wikipedia/en/7/74/Pink_Floyd-Animals-Frontal.jpg,140 ZŁ
Pink Floyd,Meddle,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/MeddleCover.jpeg/220px-MeddleCover.jpeg,https://townsquare.media/site/295/files/2016/10/Pink-Floyd-Meddle-Album-Photo.jpg?w=980&q=75,https://upload.wikimedia.org/wikipedia/en/d/d4/MeddleCover.jpeg,110 ZŁ
Pink Floyd,Meddle,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/MeddleCover.jpeg/220px-MeddleCover.jpeg,https://townsquare.media/site/295/files/2016/10/Pink-Floyd-Meddle-Album-Photo.jpg?w=980&q=75,https://upload.wikimedia.org/wikipedia/en/d/d4/MeddleCover.jpeg,75 ZŁ
Pink Floyd,More,GER,EX,,https://upload.wikimedia.org/wikipedia/en/4/40/MoreCover.jpg,https://townsquare.media/site/295/files/2014/08/Pink-Floyd-More.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/MoreCover.jpg/220px-MoreCover.jpg,100 ZŁ
Pink Floyd,More OST,UK,EX,,https://img.discogs.com/YF7rneGUVTGM8kVo_xBhpa_2qS0=/fit-in/600x590/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1240780-1475092749-5675.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/MoreCover.jpg/220px-MoreCover.jpg,https://img.discogs.com/4flaPXmwWCZ7kQQm34FSSgKkWxA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1240780-1475092749-5675.jpeg.jpg,110 ZŁ
Pink Floyd,More OST 1st press,UK,EX,,https://img.discogs.com/YF7rneGUVTGM8kVo_xBhpa_2qS0=/fit-in/600x590/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1240780-1475092749-5675.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/MoreCover.jpg/220px-MoreCover.jpg,https://img.discogs.com/4flaPXmwWCZ7kQQm34FSSgKkWxA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1240780-1475092749-5675.jpeg.jpg,200 ZŁ
Pink Floyd,Relics,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Pink_Floyd_Relics_1971.jpg/220px-Pink_Floyd_Relics_1971.jpg,https://www.floydianslip.com/images/albums/full/6.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Pink_Floyd_Relics_1996-300.jpg/220px-Pink_Floyd_Relics_1996-300.jpg,60 ZŁ
Pink Floyd,Relics,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Pink_Floyd_Relics_1971.jpg/220px-Pink_Floyd_Relics_1971.jpg,https://www.floydianslip.com/images/albums/full/6.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Pink_Floyd_Relics_1996-300.jpg/220px-Pink_Floyd_Relics_1996-300.jpg,60 ZŁ
Pink Floyd,Relics,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Pink_Floyd_Relics_1971.jpg/220px-Pink_Floyd_Relics_1971.jpg,https://www.floydianslip.com/images/albums/full/6.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Pink_Floyd_Relics_1996-300.jpg/220px-Pink_Floyd_Relics_1996-300.jpg,60 ZŁ
Pink Floyd,The Dark Side Of The Moon,UK,EX,,https://miro.medium.com/max/2480/1*8FkvzbSdSJ4HNxtuZo5kLg.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Dark_Side_of_the_Moon.png/220px-Dark_Side_of_the_Moon.png,https://img.discogs.com/jKTmuxcsYe2TqcahU3QqVXJLssU=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1873013-1471100381-3022.jpeg.jpg,120 ZŁ
Pink Floyd,The Dark Side Of The Moon komplet,GER,NM,,https://townsquare.media/site/295/files/2019/08/Pink-Floyd-later-years-cover-art.jpg?w=1080&q=75,http://kulturkokoska.rs/wp-content/uploads/2015/07/tamnastrana.png,https://townsquare.media/site/295/files/2019/08/Pink-Floyd-later-years-set.jpg?w=980&q=75,200 ZŁ
Pink Floyd,The Division Bell,USA,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Pink_Floyd_-_Division_Bell.jpg/220px-Pink_Floyd_-_Division_Bell.jpg,https://images-na.ssl-images-amazon.com/images/I/81fVUZiXFJL._SX355_.jpg,https://upload.wikimedia.org/wikipedia/en/6/6e/Pink_Floyd_-_Division_Bell.jpg,100 ZŁ
Pink Floyd,The Division Bell (unoffciial),USA,NM,,https://img.discogs.com/MzBQKGzMlc8y4qeiSxYQkPzl0nc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2969590-1451677921-8573.jpeg.jpg,http://www.progarchives.com/progressive_rock_discography_covers/364/cover_9512192009.jpg,https://img.discogs.com/TT2nl-Ll1qcvAXSZRKkd9zPeOTw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2460858-1285328851.jpeg.jpg,100 ZŁ
Pink Floyd,The Final Cut,UK,EX+,,http://www.feelnumb.com/wp-content/uploads/2014/07/pink-floyd-the-final-cut-album-cover-meaning.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/FloydFC-Cover01.jpg/220px-FloydFC-Cover01.jpg,http://www.feelnumb.com/wp-content/uploads/2014/07/pink-floyd-the-final-cut-album-cover-ribbons-medals-meaning.jpg,100 ZŁ
Pink Floyd,The Final Cut,UK,EX,,http://www.feelnumb.com/wp-content/uploads/2014/07/pink-floyd-the-final-cut-album-cover-meaning.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/FloydFC-Cover01.jpg/220px-FloydFC-Cover01.jpg,http://www.feelnumb.com/wp-content/uploads/2014/07/pink-floyd-the-final-cut-album-cover-ribbons-medals-meaning.jpg,110 ZŁ
Pink Floyd,The Wall 2 LP,UK,EX+,,https://img.discogs.com/3wslOvgfkuqMpxN9ljKGFBDpjUY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-367511-1529077021-1155.jpeg.jpg,https://images.eil.com/large_image/PINK_FLOYD_THE%2BWALL-562379.jpg,https://img.discogs.com/--GW5VHIg7DC48OTDVvNqcebG3M=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-481009-1517930355-6992.jpeg.jpg,200 ZŁ
Pink Floyd,The Wall 2 LP,GER,EX-/EX+,,https://img.discogs.com/3wslOvgfkuqMpxN9ljKGFBDpjUY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-367511-1529077021-1155.jpeg.jpg,https://images.eil.com/large_image/PINK_FLOYD_THE%2BWALL-562379.jpg,https://img.discogs.com/--GW5VHIg7DC48OTDVvNqcebG3M=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-481009-1517930355-6992.jpeg.jpg,90 ZŁ
Pink Floyd,Ummagumma 2 LP,GER,EX/EX+,,https://img.discogs.com/JJOFJD91Xtb10lUhE8CroUzj_Bc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1403093-1488204387-1396.jpeg.jpg,https://i.ebayimg.com/images/g/NtgAAOSw53hbwSdc/s-l300.jpg,https://img.discogs.com/2u07kA2-4US1g0nnyt_Gb_YCnf4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1039062-1376258234-1544.jpeg.jpg,80 ZŁ
Pink Floyd,Wish You Were Here,ITA,EX/EX+,,https://miro.medium.com/max/1000/1*Aad3rcP6yKOj3LgWqx75gA.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Pink_Floyd%2C_Wish_You_Were_Here_%281975%29.png/220px-Pink_Floyd%2C_Wish_You_Were_Here_%281975%29.png,https://www.floydianslip.com/news/wp-content/uploads/2018/01/wish-you-were-album-cover.jpg,100 ZŁ
Pink Floyd,Wish You Were Here,GER,EX+,,https://miro.medium.com/max/1000/1*Aad3rcP6yKOj3LgWqx75gA.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Pink_Floyd%2C_Wish_You_Were_Here_%281975%29.png/220px-Pink_Floyd%2C_Wish_You_Were_Here_%281975%29.png,https://www.floydianslip.com/news/wp-content/uploads/2018/01/wish-you-were-album-cover.jpg,80 ZŁ
Pink Floyd,Wish You Were Here,? = EX+,NM,,https://miro.medium.com/max/1000/1*Aad3rcP6yKOj3LgWqx75gA.jpeg,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Pink_Floyd%2C_Wish_You_Were_Here_%281975%29.png/220px-Pink_Floyd%2C_Wish_You_Were_Here_%281975%29.png,https://www.floydianslip.com/news/wp-content/uploads/2018/01/wish-you-were-album-cover.jpg,100 ZŁ
Pixies,Bossanova,GER,EX/EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Pixies-Bossanova.jpg/220px-Pixies-Bossanova.jpg,https://img.discogs.com/wbP8zF3l0iBItBhBxegxWJmCNYY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1339214-1225617617.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/1/1a/Pixies-Bossanova.jpg,100 ZŁ
Prince,Around The World In a Day,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Prince_Around.jpg/220px-Prince_Around.jpg,https://media.pitchfork.com/photos/5929b566ea9e61561daa6de2/1:1/w_320/a9058eff.jpg,https://upload.wikimedia.org/wikipedia/en/c/c0/Prince_Around.jpg,50 ZŁ
Prince,Graffiti Bridge 2 LP,GER,EX+,,https://img.discogs.com/p_1b0UFDBV-czqhRdsi5iGeHFJc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-302488-1186406304.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/b/b8/Prince_Graffiti.jpg,https://img.discogs.com/mkIt573YnwqoXhX2UUxjsDRo8K8=/fit-in/600x596/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-302488-1186406304.jpeg.jpg,60 ZŁ
Prince,Grafitti Bridge 2 LP,GER,EX+,,https://img.discogs.com/p_1b0UFDBV-czqhRdsi5iGeHFJc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-302488-1186406304.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/b/b8/Prince_Graffiti.jpg,https://img.discogs.com/mkIt573YnwqoXhX2UUxjsDRo8K8=/fit-in/600x596/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-302488-1186406304.jpeg.jpg,65 ZŁ
Procol Harum,Broken Barricades,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Procol_Harum_-_Broken_Barricades_%281971%29_Front_Cover.jpg/220px-Procol_Harum_-_Broken_Barricades_%281971%29_Front_Cover.jpg,http://www.progarchives.com/progressive_rock_discography_covers/1105/cover_294972772017_r.jpg,https://img.discogs.com/yjs-e-YtC-c39F8b_zDwnkpAABQ=/fit-in/600x589/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1025916-1446147019-3105.jpeg.jpg,50 ZŁ
Procol Harum,Broken Barricades,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Procol_Harum_-_Broken_Barricades_%281971%29_Front_Cover.jpg/220px-Procol_Harum_-_Broken_Barricades_%281971%29_Front_Cover.jpg,http://www.progarchives.com/progressive_rock_discography_covers/1105/cover_294972772017_r.jpg,https://img.discogs.com/yjs-e-YtC-c39F8b_zDwnkpAABQ=/fit-in/600x589/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1025916-1446147019-3105.jpeg.jpg,50 ZŁ
